0,male,20,0,.4,0.44047619047619047
1,male,20,2,.5,0.5161290322580645
2,male,20,2,.75,0.7666666666666667
3,male,20,0,.5,0.46153846153846156
4,male,20,1,.01,0.022222222222222223
5,male,20,0,.4,0.40816326530612246
6,male,20,2,.5,0.93
7,male,20,2,.8,0.6666666666666666
8,male,20,0,.9,0.8214285714285714
9,male,20,2,.75,0.9117647058823529
10,male,20,2,.85,0.9565217391304348
11,male,20,1,.925,0.8484848484848485
12,male,20,2,.0075,0.0425531914893617
13,male,20,2,.2,0.25
14,male,20,0,.75,0.75
15,male,20,2,.15,0.14130434782608695
16,male,20,2,.01,0.05660377358490566
17,male,20,2,.5,0.3939393939393939
18,male,20,1,.975,0.95
19,male,20,2,.8,0.7321428571428571
20,male,20,1,.45,0.4473684210526316
21,male,20,1,.005,0.01
22,male,20,0,.01,0.07368421052631578
23,male,20,1,.6,0.6666666666666666
24,male,20,1,.375,0.4264705882352941
25,male,20,1,.1,0.17647058823529413
26,male,20,1,.01,0.03125
27,male,20,1,.925,0.9
28,male,20,0,1,1
29,male,20,1,0,0
30,male,20,2,.775,0.7727272727272727
31,male,20,1,.98,0.95
32,male,20,1,.5,0.5555555555555556
33,male,20,0,.2,0.2826086956521739
34,male,20,0,.99,0.9649122807017544
35,male,20,1,.99,0.9846153846153847
36,male,20,0,.35,0.3717948717948718
37,male,20,1,.98,0.9743589743589743
38,male,20,2,.95,0.7361111111111112
39,male,20,2,.8,0.6790123456790124
40,male,20,0,.35,0.38333333333333336
41,male,20,2,.5,0.4166666666666667
42,male,20,0,.33,0.3055555555555556
43,male,20,0,.475,0.45918367346938777
44,male,20,2,0.05,0.07272727272727272
45,male,20,2,.925,0.9122807017543859
46,male,20,2,.8,0.5568181818181818
47,male,20,0,.95,0.8923076923076924
48,male,20,1,.9625,0.9247311827956989
49,male,20,1,0.05,0.125
50,male,20,0,.975,0.90625
51,male,20,2,0,0
52,male,20,1,0.025,0.043478260869565216
53,male,20,1,.85,0.8275862068965517
54,male,20,1,.2,0.18518518518518517
55,male,20,0,.435,0.43956043956043955
56,male,20,0,.45,0.4666666666666667
57,male,20,0,.6875,0.72
58,male,20,0,.4,0.39622641509433965
59,male,20,0,.475,0.4626865671641791
